,data
115,crossroads diversity114sites finds transformation increasing homo geneity funerary rites material culture gradual disappearance gold silver objects graves changes usually explained hungar ian archaeology arrival new people east fact caused much migra tion integration populations living alongside well settlement process gen eral change circumstances carpathian basin surrounding area due arab invasions second third seventh century byzantine empire mainly consisted modern greece tur key balkans end early byzantine period characterised muslim conquest dwin dling trade reduction web connections spanning entire continent smaller regional net work time processes leading forma tion medieval europe began rise new political powers area north alps gained pro minence economy trade grew carolingian state first form expansion eventually led fall avar khaganate late avar civilisation contrast graves seventh century elite contained abundance expensive goods late avar graves almost uniformly bronze objects first glance appear impoverished tens griffin tendril belt set characteristic artefacts late avar culture bronze naments decorated clothing horse tack known griffin tendril style objects typical carpathian basin objects covered animal figures plant motifs griffins scenes animal struggles tendrils palmettes bronze 8th cent kecel hungary
116,avar period carpathian basinof thousands bronze finds however dis tinctive imagery high quality demonstrate culture avars end seventh cen tury first half ninth indeed unique independent phenomenon one could formed absence ties world outside carpathian basin large scale independence material culture late avar period becomes understandable terms isolationism rather within context contemporary world events byzantine empire strong influence began diminish response politi cal economic social processes mediterranean place regional independent material cul tures weaker connections external cultural political centres gained importance carpathian basin well strengthening local elements thinning social stratum demanded luxury goods manifest everywhere technical qual ity suffered simple primitive technologies particular widely known craft metal casting gained ground methods required greater exper tise receded decline avars long period quiet prosperity appear benefited avars preserved ele ments nomad identity shaped uni fied carpathian basin culture end eighth century avar khaganate could longer muster political military power necessary confront expanding frankish state late eighth century early years ninth charlemagne defeated avars result invasion western region carpathian basin became part carolingian empire subsequently process christianisation commenced avars last mentioned record imperial council charlemagne held regens burg south east germany reference delegation frankish annals described subjugated people living eastern part empire even farther east amphora byzantine empire exported large quantities oil wine amphorae little reached carpathian basin end roman era amphora probably contained wine found 7th century avar grave hungary must prestigious luxury product ceramic kisko rös pohibuj mackó du lo hungary ad earring peacocks crescent shaped gold earrings openwork design widespread eastern medi terranean 6th 7th centuries facing peacocks flank ing central vase floral motif popular ornamen tation examples one discovered western part carpathian basin gold l cm óbuda hun gary ad
117,connec tivity
119,crossroads connectivityintroduction lindsay morehouse period ad saw social reli gious cultural revolution sorts created dynamic complex world distinct roman empire came previous chapter outlined rich diversity present period important thread however runs seemingly discrete groups connectivity clear reading chapters culture least extent affected affected another group chapter aims demonstrate although period produced distinctive groups people equally produced interconnected world much ancient modern ink spilt outlining violence conflict occurred viking raids britain goths invasions rome islamic conquest egypt specific examples scenes defined period popular imaginations events occur without doubt significant impact people interactions cultures time limited involving bloodshed years saw distinct local groups interacting trading raw materials well luxury goods exchanging ideas beliefs conflicting negotiating peace people far side continent sometimes even farther see evidence global early medieval world smallest fragmented pieces evidence frankish brooches made byzantine gold pilgrimage bottles egypt found everywhere greece britain frankish smiths made bronze ves sels style egyptian pots byzantine gold box used decorate avar chief sword connections cultures also manifest broader trends travel accounts medieval period provide snippets lives pilgrims tourists scholars trad ers one particularly evocative tale tells byzantine diplo mat visited huns egyptian parrot spoke fluent greek even broadly changes culture society show us different cultures linked daily life invocation classical greek culture roman imperial imagery art shows shared link past emergence new religions christianity islam connected people different regions common faith liturgy doctrine ritual practices lux ury goods transported across continents shows associa tion people trade knowledge artistic styles cultures adapted appropriated yes war broke neighbours objects texts stimulate imagination pro voke questions small objects traverse great distances collective em phasis roman classical greek past people know people learn war break prevented inter connected diverse world people see express identities following chapters ex plore connectivity early medieval world small pieces evidence objects texts larger phenomena connected cultures broader scale arab world map world map abridgement book routes realms al istakhri 10th cent drawn ad top map rep resents south large blue body water indian ocean sea three islands red mediterranean western eu rope depicted triangle byzantine empire crescent mediter ranean far left india tibet china middle east centre world
120,heritage rome rise byzantine empirethe heritage rome rise byzantine empire helen saradithe byzantine empire sprang roman empire profound crisis third century ad unprecedented political military economic cultural crisis led division roman empire emperor diocletian r two emper ors two caesars hoped empire would better governed defended division created four new capitals excluding rome civil wars broke among emperors caesars flavius valerius aurelius constantinus emerged victor west defeating maxentius milvian bridge near rome ad constantine ruled defeating rival licinius became sole emperor empire united constan battle milvian bridge battle milvian bridge took place roman em perors constantine maxen tius october takes name important bridge tiber constantine battle started path led become sole ruler roman empire according legend battle marked ginning constantine conver sion christianity important occasion commemorated fresco apostolic palace vatican painted giulio romano design raphael
121,crossroads connectivitytine divided among sons death reunited short time finally divided constantine made fundamental change roman empire ceasing persecutions christians accorded privileges tax exemptions clergy power jurisdiction bishops churches built constantine first roman emperor converted christian religion church pro claimed saint according tradition chris tian mother helena discovered holy cross pales tine built church ascension site nativity bethlehem constantine set precedent intervened church disputes theological controversies following roman idea pontifex maximus head state high priest participated first church council nicaea modern iznik turkey future byzan tine emperors would involved ecclesiastical mat ters theological controversies convening ecu menical councils sometimes promulgation decrees theological issues september constantine defeated co em peror licinius chrysopolis harbour east coast solidus arcadius reign arcadius honori us sons theodosius em perors east west roman empire respectively marked definitive division roman empire gold coin shows arcadius inscrip tion latin following roman coinage tradition n arcadius p f aug dominus noster arca dius pius felix augustus reverse image seated victory holding shield place origin value coin indicated gold minted constantinople ad solidus theodosius ii theodosius ii byzantine em peror obverse coin bust emperor around scription latin n theodo sius p f aug dominus noster theodosius pius felix augustus reverse figure emperor depicted holding sceptre globe cross around imperial image inscription glor orvi terrar gloria orbis terrarum glory world indi cation coin place origin value gold minted con stantinople ad bosporus decided build new capi tal commemoration victory site ancient greek city byzantium located major strategic point connecting europe asia aegean black sea according tradition recorded following century constantine ini tially chosen site troy asian coast divine vision made change mind city took name constantinople modern istanbul turkey accordance tradition ancient kings roman emperors name cities founded legend constantine choice troy new capital implied political message suggesting constantine wanted project rule continu ation roman rule empire successor roman empire bringing seat government troy according roman tradition mythical ances tor romans aeneas departed troy settle latium constantinople dedicated may turn new capital constantine remodelled city byzantium numerous elements ancient rome institutions buildings matched rome gave city protecting goddess anthusa parallel
122,heritage rome rise byzantine empirevictorious emperor sofia gerogiorgi rectangular plaque shows triumphant emperor crowned rider wearing cuirass holding spear right hand point ground horse seat ed female figure holding basket fruits touches emperor right foot gesture submis sion left winged victory bears palm frond right another figure seen scene identical central plaque famous barberini ivory dated first half 6th century kept louvre enables us identify two secondary figures must terra earth persian scythian enemy plaque probably refers peace treaty known perpetual eternal peace signed byzantine empire sassanid persia ad emperor therefore identi fied justinian r iconography victorious military leader common plaques medallions artefacts 4th 4th century stems typical adventus motif roman coinage bronze plaque bear sign indicating weight fact corresponds three ounce weights late antiq uity equalling quarter litra libra main weight unit romans byzantines may indicate use imperial weight case image emperor evokes authority weights measures guarantor fair transactions plaque weight bronze h cm gr 6th cent ad
123,crossroads connectivityrome flora built new forum took name adorned ancient statuary erected statue porphyry column later tradition made symbol constantinople connecting ro man christian relics allegedly deposited palladium rome statuette athena aeneas took troy nails christ crucifix ion constantine reconstructed church saint irene peace cathedral built two churches dedicated local martyrs built mausoleum next later built church holy apostles church saint sophia holy wisdom came seat patriarchate formed one com plex church saint irene completed son constantius r thus course fourth century constantinople received christian landscape constantine gave capital pre fect created senate invited senators rome form roman upper class roman type adminis trative system constantinople came rival city rome soon officially unofficially called new rome state symbols remained roman sol invictus invincible sun goddess victory coins constantine minted imperial military standards symbols would gradually replaced christian ones thus ideology roman imperial power roman state merged christian ideas symbols became byzantine meaning ideology east roman empire greek speaking orthodox christian population roman imperium ruled nations imposing common political system law common graeco roman civilisation received new christian dimension roman symbolism strong lasted end byzantine empire official state documents state called roman byzantine emperors bore title roman emperors citizens called romans latin official language imperial honorifics heraclius r introduced title greek palace state administration law age justinian r dynasty constantine ruled julian r last pagan emperor killed war persians end fourth century rule theodosius r decisive future empire theodosius forbade public pagan cult consequently persecutions began tem ples closed destroyed converted churches largest temple roman empire serapeum alexandria egypt stormed chris tians contained large library symbol pagan wisdom destruction became symbol dying paganism theodosius left empire two sons arcadius em peror east honorius emperor west roman empire permanently divided time extended west britain included gaul spain north frontier germanic peoples danube balkans frontier danube black sea east empire stretched eastern turkey persian kingdom including important terri tories middle east syria israel palestine jordan part arabian peninsula northern africa extended egypt strait gibraltar beginning fifth century division line two parts extended danube northern africa leaving dalmatia coast modern croatia western empire lazarus intact clay lamp circular body filling hole dis cus discus bears relief scene raising lazarus icono graphical subject found variety artefacts 3rd end 6th century lamp belongs earliest egyptian type related roman lamps 3rd 4th centuries
124,heritage rome rise byzantine empirefrom fourth century major threats empire persians invading germanic tribes sack rome visigoths ruler alaric felt prelude rome rapid decline boosted roman identity emperors east constantinople major building activity continued arcadius imitation roman emperors trajan r ad marcus aurelius r ad built new forum column depicting defeat rebellious gothic general gainas arcadius death son theodosius ii became sole emperor r spent time con stantinople firmly establishing capital east initiated major construction works new line massive theodosian walls p accommo date expanded capital golden gate built marble adorned statuary six hills constantine built capital constantinople theodosius added seventh resemble rome empire intellectual cultural climate chang ing court felt time reconcilia tion christians pagans fifth century predominance latin administration army begun undermined greek lan guage local populations greek hellen ised provinces ethnic languages local peoples provinces armenian syriac aramaic dialects coptic continued used greek remained principal language higher education ro man empire theodosius ii founded uni versity constantinople provide necessary edu cation young men serve state administration thirty one professors appointed fifteen latin sixteen greek ordered commission collect constantine laws resulting comprehensive collection completed known codex theodosianus first codification roman law basis justinianic code next century language laws latin codex major lasting achievement thus spite increasing divide east ern western roman empire many ways roman tradition persisted little changes administrative system remained basically roman becoming centralised authorita tive elements oriental despotism titles administration remained roman social struc ture aristocrats plebeians middle class mer priestess female bust joined base tablet name isvardia inscribed greek woman wearing veil crown garment cloak reli gious crown worn isvardia iden tifies pagan priestess whatever specific cult longed bust testifies survival pagan worship second half 4th century marble h cm chants artisans christianity brought change social terminology course fourth century ancient political terminology city polis citizens replaced termi nology defining economic social power empire citizens term powerful used instead citizen members upper class retained culture roman elites longer dress jewellery love public spectacles archi
125,crossroads connectivitytecture houses habits reclining dinner traditions continued upper class wanted present roman strong affinities roman culture reign theodosius ii church issues domi nated political life doctrine nestorius bishop constantinople favouring christ hu man nature condemned third ecumenical council ephesus modern efes turkey church alexandria promoted emphasis christ divine nature ratified new council ephesus next emperor marcian r attempted compromise two views council chalcedon outside constantinople kadiköy dis trict istanbul christians syria egypt however refused accept definition relation christ two natures made emperors react persecutions various degrees compromise dispute christ natures caused different cultural traditions different areas empire manifested ethnic differences emperors ascended throne second half fifth sixth centuries army officers influence germanic military men increased court political military matters coronation leo r first corona tion patriarch constantinople partici pated coronations zeno r anastasius r influence army diminishing imperial ceremony rome sacked vandals pal ace coup barbarian general odoacer deposed last roman emperor western empire romulus autonomous barbarian kingdoms formed west emperor constantinople one carry title roman emperor several wealthy aristocrats left italy settle east seeking protec tion new political opportunities especially con stantinople accepted honours vived interest latin literature early sixth century poem christodorus city cop tus thebaid egypt statues baths zeuxippus constantinople artfully combines greek roman traditions byzantium praises length greek cultural historical tradition greek mythical historical figures emphasises roman origins constantinople praising rome aeneas virgilian heroes well vocabulary literary techniques byzantine court continued viewed con text roman roots roman perspective empire prominent byzantine historical writing especially chronicles although marked christian concept history hesychius chronicle constructs roman historical narrative begins trojan war continues periods roman tory ends death anastasius middle sixth century empire east prosperous spite barbarian menace cities continued adorned magnificent roman architecture sculpture transformation medieval urban features yet visible trade flourishing population many areas continued increase construction undertaken mainly emperors provincial governors church sixth century marked rule justinian r dreamed reconstructing ancient roman empire military expansion italy northern africa eastern frontier glory marble reliquary sublime simplicity relic box testifies quality early byzantine craftsmanship modelled ancient sarcophagi called acroteria cor ners lid deco ration cross relief lid surface reliquaries con tained martyrs relics sacred items kept altar interior niche church one discov ered pomorie bulgaria merly anchialus ancient greek town black sea coast part byzantine empire marble ad h cm l cm w cm lid h cm
126,heritage rome rise byzantine empireof rome restored intense fortification empire cities borders waging wars fronts justinian variously emphasised affinities new rome old preface law byzantine emperor declared byzan tines descended mythical ancestor ro mans aeneas mythical first kings romans romulus numa founders byz antine imperial rule imperial propaganda literary works present justinian military achievements ad ministrative fiscal legal reforms antiquarian roman spirit justinian enduring work reform codification roman law known corpus juris civilis digest compilation excerpts writings roman lawyers code collection imperial constitutions emperors hadrian r justinian became foundation roman legal system european states tenth century onward spite roman antiquarian spirit justinian strengthened christian religion various ways closed plato academy athens persecuted pagans heretics emphasised religious tone imperial ceremonies rebuilt great church constantinople hagia sophia hagia sophia monumental scale rising domes variegated marbles mosaics became symbol constan tinople capital byzantine empire surpassed rome centre imperial power sixth century eastern empire presented world heir rome byzantine constantinople rose primary city world many centuries come hagia sophia hagia sophia holy wisdom constantinople consecrated site two older churches famous particular great dome considered epitome byzantine architecture became mosque otto man conquest city served inspiration many ottoman mosques including five istanbul together hagia sophia still dominate city skyline
127,crossroads connectivitywe know helena c ad inn keeper empress pilgrim alleged discoverer holy cross born bithynia present day anatolia son constantine great r named town helenapolis augusta treverorum trier ger ny colchester eng land case helena major factor constantine conversion christianity without europe would christianised nearly fast world might different one clear whether constantine christian heart even understood dog matic details edict milan certainly ended persecu tion christians roman empire helena simple origins often stressed mostly praise times deprecate inn keeper lowly status probably rea son constantine father high ranking officer roman army named constantius chlorus never married know met constantius dalma tia part modern croatia albania countries officer travelled across empire late traveller st helena christian isation roman empire robin oomkes st helena painting lucas cranach elder depicted helena discov erer holy cross dressed red velvet gold brocade becoming empress according fashion cra nach time oil panel x cm trier rome km km km bithynia medieval manuscript found library freiberg germany tells exciting violent story helena caught constantius eye pilgrimage augusta treverorum rome constantius already appointed caesar time raped gave two
128,127constantine great although minted constantine con version coin shows emperor companion pagan god sol invictus invincible sun sol relatively new deity patron soldiers sun god since 3rd century image could used consolidate emperor status among pagan population causing less offence christians e g jupiter would gold solidus struck ticinum pavia italy ad expensive rings goodbye present helena shame apparent pregnancy dared return augusta treverorum raised son rome making living inn keeper intrigues wanderings worthy odysseus including abduction byzantium present day istanbul tur key merchants helena constan tine byzantine bride came fore constantius rome saw rings recognised constantine meanwhile proved cour age son constantius died emperor west constantine succeeded honoured mother making empress full name flavia iulia helena augusta spectacular promo tion former inn keeper gained even greater renown going pilgrim age jerusalem allegedly discov ering holy cross well crosses two criminals exe cuted jesus took cross byzantium splinters holiest relics spread across europe quantities many centuries later reformer john calvin drily pectoral cross image christ brass pectoral cross also served reliquary crucifixion engraved front hollow space inside filled splinter true cross pebbles one places life suffering christ taken place fragments saints remains 10th 1th centuries crosses type widely produced constan tinople anatolia spread imi tated throughout byzantine empire neighbouring regions served purpose amulets pagan times brass h cm byzantine empire 9th 10th cent remarked enough wood fill ship incidentally helena travel palestine merely pilgrim found churches give alms also capacity au gusta combat widespread resist ance even christian east constantine conversion policy since story holy cross dis covery appears fifty years death assume fabricated possibly bishop cyril jerusalem attempt raise bishopric status creating link imperial family people took face value long however edward gibbon famous eighteenth century british historian roman empire first doubt helena declared saint coptic thodox roman catholic even lutheran anglican churches died long journey palestine constantine bur ied mausoleum via labicana outside rome porphyry sarco phagus originally meant jerusalem byzantium rome km km st helena
129,crossroads connectivitythe medi terranean collapse revival ad david abulafia steep decline centuries generally regarded low point history medi terranean meaning population declined pre cipitately trade across sea low ebb compared earlier centuries towns feeding trade shrunk even disappeared high culture roman empire eroded less sophisticated cultures barbarian peoples entering empire centuries stood shores mediterra nean italy spain northern africa inevita bly view challenged new schools torians speak continuity roman imperial past never forgotten provided basis political revival first years around charlemagne tenth century saxon dynasty claimed crown western roman empire critique turns least implicitly assumption one disparage culture ger manic peoples took charge large tracts empire sixth century defining high culture fact difficult demand luxury goods spices perfumes intense top level society roman city pub lic baths drainage systems arcaded markets mention high level artistic production top end scale looked felt different habitations incoming peoples said incoming peoples keen learn romans areas ostrogothic italy anxious become patrons arts builders one still see remains ravenna carthage flourished greatly roman imperial rule becoming one major centres trade industry agricul ture mediterranean despite supposed annihi lation bc fact arrival vandals beginning fifth century ad marked much invaders determination keep alive roman theatre aspects classical culture revolution mainly affected church vandals arian christians began active per se cution roman catholics even trade centre began lose primacy evidence distribu tion carthaginian amphorae used carry wine oil across sea demonstrates vandal rulers like visigoths spain attentive roman law codes sixth century still proudly pre served germanic personal names romanisa tion limits regional differences real problem image roman empire steep decline different order nature change varied significantly region region means quite impossible speak europe anything geographical expres sion period town luni north west italy disappeared map naples continued play significant role mediterranean trade throughout early middle ages indeed see new centres trade emerged period con sideration destined bright futures later centuries yet situation eastern mediterranean significant respects different western mediterranean since greater degree urbanisation east less dramatic impact invasions certainly occurred permitted reasonably vi brant economy operate economic specialisation town country exchanges foodstuffs tex tiles inflow eastern spices perfumes way red sea persian gulf gave different character lands remained direct rule roman emperors based since fourth century new rome constantinople coastal ports
130,mediterranean collapse revival ad 1000byzantine ships emperor justinian refurbished port classe near imperial capital ravenna originally built romans 2nd century bc result classe became prosperous cosmopolitan naval trading centre important port constanti nople ravenna population creased new churches basilicas built including sant apollinare classe mosaic 5th 6th century seen gaza important centres trade tying eastern mediterranean elongated routes penetrated far beyond eastern boundaries roman empire imperial rule extended far sicily despite occasional attacks island goths vandals position maintained despite severe blows slav invasions overwhelmed large areas balkans reached greece arrival appears bubonic plague sixth century emperor justinian attempting restore roman imperial rule degree success far west spain maghreb even sixth seventh centuries saw eastern towns shrink shocks extreme overwhel med western mediterranean arab expansion effects first seventh century east ern mediterranean transformed rise islam resulting loss arabs byzantine syria pal estine egypt northern africa eventually sicily carthage abandoned new city tunis close perhaps greatest blow loss alexandria important outlet egyptian grain trade supplying first rome constantinople food citizens point onwards one speak byzantine empire sense extent rule around mediter ranean shrunk mainly greece tur key coastlines parts black sea constantinople hub territories pos
131,crossroads connectivitysessed added coherence mainly though means entirely inhabited adherents ortho dox churches great question economic historians ever since henri pirenne celebrated book mahomet et charle magne whether islamic invasions earlier barbarian ones played greater role sundering trade links within mediterranean apparent isolation north western mediterra nean byzantine empire middle east pirenne pointed disappearance gold west ern coinage notably charlemagne pursued policy silver monometallism described decline pepper imports quite astonishing quantities roman imperial period shrank small fraction fifth sixth centuries also tyche holding cross byzantine counterweight part steelyard weighing strument used market place female figure identified ancient greek goddess tyche personification city fate fortune weight excep tional tyche holding christian cross bronze filled lead 5th 6th cent h cm kg constantinople stressed lack availability papyrus left western europeans without writing paper needed pushing towards reliance parchment instead costly cumbersome pro duce speaks decline record keeping therefore government efficiency al though certainly expanded late eighth century charlemagne slaves silk pirenne overstate case enough evidence show sixth century still markets eastern luxuries western mediterranean arrived way provençal abbey fos important however distinguish rights abbey possessed import goods pepper daily reality quite possible pep per distant memory enough evidence also sur vives show existed certain amount trans mediterranean traffic eighth ninth cen turies carrying pilgrims holy land ambassa dors constantinople slave trade bringing cap tives eastern europe far spain already existence although many slaves came overland way centres prague never saw sea one confuse dozens references sea travel eighth ninth centuries idea regular profitable trade existed east west indeed byzantine emperors carefully controlled movement prestige goods em pire prestigious export silk obtained far east way intermittent silk road china way active maritime trade routes across indian ocean tenth century byz antines knew perfectly well weave fine silks placed ban export top quality purple dyed
132,mediterranean collapse revival ad 1000silk reserved imperial court ambassador german emperor otto r liudprand cremona confessed reports managed smuggle purple silk con stantinople trade worked best way describe trade time within beyond mediterranean pedlar trade character ised movement merchants carrying high value goods small quantities often across long dis tances arabic writer described radhanites name one satisfactorily deciphered may refer river rhône hence provençal merchants around travelling land sea routes far persia even seems china jews although one take statement literally western european sources tended refer jews syrians meaning terms mer chants rather people one particular religion origin whether organised companies derived working capital sedentary investors unknown seems unlikely enjoyed protec tion merovingian carolingian rulers fran cia able supply jewels luxury items hub africa city mahdia tunisia east coast site roman city aphrodisium given present name fatimids made capital ifriqiya lamic northern africa port served trading military centre connected mediter ranean african hinterland traces ramparts sur rounded well two por tals protecting entrance still visible today constantinople peutinger map tabula peutin geriana medieval map based roman military road map 4th cent ad drawn long scroll x cm england left side india right map although rough rather distorted shows major roads towns cities geographic highlights lakes rivers mountains seas distances settlements also given section 3th century copy shows constantinople largest city far hub commerce
135,crossroads connectivitysilk silk one important commodities byzantine em pire also used diplomat ic gift western europe byzan tine silks used clothing wall hangings book bind ings silks also survive graves important figures reliquaries much ephemeral material lost humid western climate mag nificent polychrome silk depicting chariot manufactured constantinople c ad served charlemagne shroud buried palatine chapel aachen caesarea maritima city harbour caesarea maritima built herod great c bc near site former phoeni cian naval base served provincial capital roman judaea roman syria palaestina byz antine palaestina prima city became important early centre christianity byzan tine period mostly aban doned following muslim con quest appears harbour remained use early umayyad period eventually silted fell use 9th century islamic mediterranean hand jewish presence trade became visible tenth eleventh centuries judge remarkable collection commercial letters preserved centuries synagogue old cairo cairo genizah papers genizah synagogue storeroom survived jews reluctant destroy thing might carry name god could bothered cairo least check vast volume paper accumulated included great many merchant letters one direction cairo merchants travelled far india search spices exotica direction ac tive coast tunisia impor tant new town mahdia sicily conquered muslims ninth century reached spain well experts silk trade treating silk investment well article trade knowledge key success explains letters latest information price pepper palermo movement friendly enemy ship ping mediterranean many also knowledge
137,crossroads connectivitytrade luxury commodities trans ported great distances gar nets india amber baltic shells various seas found europe assume objects usuallywere transported singleparty means distributivetrade diplomatic gifts neck lace whelk shell north sea cut tlebone north sea glass beads amber beads bead quartz celtic coin ad found andernach germany rare commodity gold disc brooch mid 7th century female grave near bad münstereifel iversheim germany among garnets byzantine inspired brooch one green piece glass stands could repair loss original garnet perhaps fourth matching stone available import high quality garnets decreas ing late 6th century perhaps due political unrest along trade routes passed sassanid arab hands languages enabled cross boundaries conduct business without misunderstanding lively world commerce almost entirely male survived time new forces genoese pisans venetians taking command spice trade mediterranean mention trade many commodities relatively light limitations jews christians islamic lands also noted extra taxes coercion convert general acceptance muslim princes ruled ethnically religiously diverse population venice west heaved trough com mercial depression still mystery although torians would point twelfth century time expansion became particularly vigorous important antecedents mainly italy venice emerged muddy silt northern adriatic beginning community fishermen salt manufacturers profits enterprises led venetians afield shores dalma tia penetrated ever deeper byzantine empire receiving trade privilege byzantine emperor late ninth century time city slowly beginning cohere attack lagoon carolingians end eighth cen tury encouraged inhabitants scattered islets gather single defensible point rivo alto high bank became rialto venetian dialect even early venice one place several multi plicity bishops communities grado north chioggia south later around
138,mediterranean collapse revival ad 1000astrolabe astrolabe navigation strument based measuring tilt invented hellenistic period continued used throughout byzantine era developed widely used medieval islamic world also way finding qibla direction mecca astrolabe baghdad copper ad venetians played ottonians keeping vestigial ties constantinople ensured citizens venice could develop commer cial network without much interference amalfi much applies town earned reputation centre trade east west period amalfi coast campania italy must understood minute town name close neighbours maiori minori ravello cetara together formed outsiders saw significant commercial community duke like venetian doge techni cally official byzantine emperor emperors would occasionally bestow grandiloquent titles honour practice relationship loose one close enough though win amalfitans trading rights golden horn amalfi also developed close relations muslims sicily tunisia provided channel luxuries byzantine islamic world reached papal court rome wealthy abbey monte cassino far away whose agents amalfitans minted gold coinage proof able tap flow gold reached northern africa byzantine empire fact saracen raiders become scourge inhabitants southern italy seems worried greatly indeed accused collaboration muslims new beginnings amalfi overtaken north italian cities venice pisa genoa well pisans already proving sea around helping keep sardinia clear muslim pirates spain trying conquer island vain hope reality great naval power future genoa much modest beginnings byzantine base middle seventh century region experiencing severe enough economic difficulties leading torian early genoa call area dark age liguria around genoese still tended look inwards valleys mountainsides region could produce little apart oil nuts herbs make famous product pesto much said barcelona experienced flash pan period wealth eleventh cen tury relapsed relative insignificance real economic power houses spain lay much south al andalus islamic spain courts caliph abd ar rahman iii tenth century several local kings ruled southern spain eleventh century places great magnificence glimmers recovery west yet bright light full scale expansion slowly mediterranean coming together integrated trading area successful areas still islamic byzantine rule call europe fragmented would certainly grave mistake assume european identity came indeed ever would
139,crossroads connectivitythe three monotheistic religions jews christians muslims late antiquity early middle ages barbara roggema intertwined histories three great monotheistic religions judaism christi anity islam share core belief one god also common roots social realities spiritual intellectual traditions near east although beginnings lie centuries apart much formation took place parallel contem poraneous developments antiquity jews settled large cities around mediterranean late antiquity early middle ages indi cations jewish presence many parts europe rabbanite judaism become mainstream judaism later history postdates rise christian ity evolved period second sixth seventh century babylonian talmud compiled time period christianity spread around europe parts asia africa definition christian orthodoxy correct belief long tortuous process leading creed agreed upon council chalcedon arian christian ity condemned heresy nevertheless survived europe centuries many parts christian world never came accept chalcedonian creed near east africa asia burgeoning christian communities adhered divergent creeds church east nestorians duophysites emphasised christ humanity dis tinct divinity whereas miaphysites monophysites believed christ divinity engulfed human nature became doctrine copt ic church egypt syrian orthodox church fertile crescent armenian ethiopian churches theological differences caused rifts various churches also expres sions autonomy self determination part christian communities far removed rome constantinople complete separation christianity judaism process completed century rise islam although references moments shared worship christians attending jewish festivals syria survived late eighth century earliest christian responses judaism jews accused rejecting christ messiah killing blind deeper meaning hebrew bible time jews regarded witnesses christ life living membrance identity acceptance christian ity roman empire constantine great early fourth century made church rejection judaism definitive legislation regarding jews became discriminatory following cen turies especially byzantine emperor justinian r early seventh century visig oths byzantines ordered forced conversions jews balance power suddenly changed islam emerged middle east seventh century within decades much eastern mediterranean middle east conquered arab armies early eighth century new movement reached far iberian peninsula west indus river east conquests often entailed negoti ated surrender rather bloodshed forced conver sion jews christians could many ways proceed life monotheists holy scripture counted people book could live protected people dhimmis pay extra tax however accept discriminatory measures
140,three monotheistic religionsold cairo ben ezra synagogue ben ezra synagogue fustat old cairo probably goes back 9th century destroyed early century caliph al hakim attacks jews christians egypt 9th century structure rebuilt ancient foundations walled chamber functioning stor age room writings called genizah documents found shed light history medieval egypt jewish life par ticular stipulations resembled older christian regulations regard jews dhimmis allowed testify muslims proselytise build new places worship early phase islam profiled religion arabs building dome rock c jerusalem seen decisive step towards islam universal religion triumphing religions building project took place umayyad caliphate chosen syria cen tre dome rock occupied symbolic location temple mount also contained scriptions verses qur criticise chris tians belief trinity incarnation summon people true monotheism time middle eastern christians began formulate responses claims islam muslim side ideas muhammad final prophet restorer abrahamic monotheism elaborated jews christians portrayed stubborn quarrelsome corruptors revelation orig inally received fortunately confrontations ideas often lead deterioration relations rulers ruled contrary follow
141,crossroads connectivitying centuries characterised time coopera tion religious communities baghdad cordoba cairo cultural bloom convivencia middle eighth century revolution east overthrew umayyad caliphate syria new muslim rulers abbasids created capital iraq city peace commonly called baghdad time onwards non arab muslims received social status equal arabs conversion islam tensified region iran central asia opened baghdad soon city global importance rich agriculture iraq well international trade gold silver slaves hides paper silk com modities brought immense wealth creating fertile ground cultivation art scholarship abbasid caliphs took personal interest learning partly humanistic curiosity partly eye legitimisation rule universal terms old cairo hanging church church virgin mary al mu allaqa hanging church famous church cairo belongs coptic orthodox community pro bably goes back time fustat old cairo founded muslim conquest 7th century likely built site older church nave suspended roman tress famed elaborate mosaics icons coloured marble ivory inlaid wood panelling geometric patterns old cairo mosque amr ibn al view courtyard ablution fountain mosque amr ibn al old cairo mosque goes back 640s immediate ly muslim conquest egypt numerous rounds expan sion restoration left little original much smaller struc ture today old cairo char acterised close proximity buildings belonging three monotheistic religions testimony interreligious encounters dieval egypt transgressed religious boundaries famously spon sored translation greek syriac pahlavi texts arabic works euclid galen ptolemy aristo tle translated saved oblivion translations abbasids hired many christian non muslim scientists well versed greek syriac arabic hunayn ibn ishaq christian one famous translators chief physician court also close personal relationship caliph jewish physicians well respected frequently found muslim courts islamic east west religious dif ference seem stood way good career nevertheless incidents interpersonal relations breaking occasional mistrust non muslims high profile positions golden age early abbasids soon mirrored prosperity cultural bloom two different muslim centres power quite well known umayyad period iberia spain especially
